,sepal length,sepal width,petal length,petal width,type
95,6.4,2.8,5.6,2.1,Iris-virginica
96,7.2,3.1000000000000005,5.8,1.6,Iris-virginica
97,7.4,2.8,6.1,1.22,Iris-virginica
98,5.700000000000001,3.1000000000000005,4.12,1.1999999999999997,Iris-virginica
99,6.3,2.8,4.05,1.5,Iris-virginica
100,5.779999999999999,2.6,5.6,1.4,Iris-virginica
101,7.7,3.0,6.1,2.3,Iris-virginica
102,5.79,3.4,5.6,2.4,Iris-virginica
103,6.4,3.1,5.5,1.8,Iris-virginica
104,6.0,3.0,4.05,1.8,Iris-virginica
105,5.79,3.1,5.4,2.1,Iris-virginica
106,6.7,3.1,5.6,2.4,Iris-virginica
107,6.9,3.1000000000000005,4.05,2.3,Iris-virginica
108,5.81,2.7,5.1,1.9,Iris-virginica
109,6.7,3.3,4.05,1.22,Iris-virginica
110,6.3,2.5,5.0,1.18,Iris-virginica
111,6.5,3.0,5.2,2.0,Iris-virginica
112,6.2,3.4,5.4,1.22,Iris-virginica
